,StockCode,CustomerID,purchased
74885,1043,178,1
88040,1199,178,1
185102,2037,178,1
183046,2029,178,1
194744,2102,178,1
182529,2026,178,1
108161,1379,178,1
119198,1464,178,1
84819,1155,178,1
172037,1923,178,1
2824,69,178,1
126822,1516,178,1
124373,1492,178,1
32356,551,178,1
167054,1848,178,1
192643,2086,178,1
4519,140,178,1
70687,1014,178,1
8178,172,178,1
325,9,178,1
123516,1488,178,1
228090,2626,178,1
39555,644,178,1
111353,1413,178,1
123661,1489,178,1
124226,1491,178,1
46574,767,178,1
57134,885,178,1
27347,441,178,1
130353,1547,178,1
132281,1559,178,1
120323,1474,178,1
104827,1349,178,1
26374,430,178,1
78750,1075,178,1
49943,806,178,1
160856,1808,178,1
124519,1493,178,1
232048,2728,178,1
8638,173,178,1
87216,1184,178,1
250198,3178,178,1
189372,2066,178,1
27487,442,178,1
148310,1695,178,1
190319,2072,178,1
157090,1786,178,1
248885,3146,178,1
3806,124,178,1
91827,1246,178,1
25116,425,178,1
152572,1748,178,1
190463,2073,178,1
90370,1231,178,1
44882,743,178,1
151474,1741,178,1
185603,2038,178,1
72534,1023,178,1
69174,993,178,1
24220,408,178,1
151559,1742,178,1
112573,1417,178,1
120050,1472,178,1
122816,1485,178,1
167330,1851,178,1
222881,2488,178,1
73268,1037,178,1
197535,2120,178,1
9424,179,178,1
149804,1709,178,1
7305,170,178,1
60998,915,178,1
169325,1891,178,1
136235,1583,178,1
27781,444,178,1
135071,1579,178,1
72651,1024,178,1
113179,1420,178,1
209882,2202,178,1
120878,1477,178,1
73347,1039,178,1
50313,814,178,1
232310,2746,178,1
128224,1522,178,1
4342,139,178,1
165221,1836,178,1
68898,991,178,1
196269,2114,178,1
186007,2040,178,1
18144,344,178,1
19573,365,178,1
38178,629,178,1
20082,368,178,1
138236,1598,178,1
30231,502,178,1
192966,2088,178,1
176159,1963,178,1
21346,384,178,1
24257,409,178,1
169777,1895,178,1
39648,645,178,1
182389,2025,178,1
28147,449,178,1
43962,729,178,1
135391,1580,178,1
232407,2750,178,1
249092,3147,178,1
186760,2042,178,1
194883,2104,178,1
28975,474,178,1
236142,2800,178,1
170429,1907,178,1
27191,440,178,1
14241,288,178,1
70568,1013,178,1
45543,756,178,1
33946,590,178,1
95127,1263,178,1
16616,324,178,1
189190,2065,178,1
93634,1258,178,1
169539,1893,178,1
84648,1154,178,1
237970,2839,178,1
99685,1301,178,1
195711,2109,178,1
242072,2972,178,1
187066,2043,178,1
38729,634,178,1
39423,642,178,1
139488,1604,178,1
142597,1634,178,1
53017,854,178,1
171185,1917,178,1
82935,1121,178,1
208502,2187,178,1
194000,2093,178,1
210137,2204,178,1
87077,1183,178,1
169423,1892,178,1
123237,1487,178,1
102797,1333,178,1
249331,3150,178,1
196165,2113,178,1
35280,605,178,1
125089,1501,178,1
205276,2167,178,1
138749,1601,178,1
181133,2011,178,1
164871,1834,178,1
131611,1553,178,1
163127,1820,178,1
66422,980,178,1
167437,1852,178,1
92648,1253,178,1
66025,975,178,1
208371,2186,178,1
51902,842,178,1
158069,1794,178,1
39205,641,178,1
62438,925,178,1
138622,1600,178,1
97600,1292,178,1
119025,1463,178,1
108047,1377,178,1
149462,1705,178,1
109061,1392,178,1
208188,2185,178,1
94063,1259,178,1
50829,824,178,1
89843,1221,178,1
16322,318,178,1
4818,144,178,1
6260,166,178,1
65967,974,178,1
153393,1754,178,1
38942,637,178,1
195928,2111,178,1
27885,445,178,1
248534,3144,178,1
71465,1016,178,1
24452,416,178,1
205377,2168,178,1
14075,286,178,1
243949,3069,178,1
225286,2599,178,1
48148,787,178,1
147094,1686,178,1
182713,2027,178,1
218823,2352,178,1
249508,3151,178,1
108108,1378,178,1
161914,1813,178,1
201674,2142,178,1
771,16,178,1
139675,1605,178,1
157928,1792,178,1
33369,573,178,1
3879,130,178,1
151314,1739,178,1
181291,2012,178,1
92108,1247,178,1
202918,2148,178,1
49907,805,178,1
78835,1076,178,1
43164,709,178,1
104148,1337,179,1
247332,3136,179,1
65788,970,179,1
95338,1269,179,1
181541,2015,179,1
239774,2876,179,1
110733,1411,179,1
82458,1114,179,1
72803,1026,179,1
65375,965,179,1
65420,966,179,1
59766,908,179,1
151315,1739,179,1
50950,828,179,1
65261,963,179,1
148816,1699,179,1
24559,419,179,1
737,15,179,1
248166,3141,179,1
229860,2654,179,1
82553,1115,179,1
26894,439,179,1
238625,2850,179,1
65130,961,179,1
60999,915,179,1
59961,911,179,1
72747,1025,179,1
125569,1504,179,1
112574,1417,179,1
95242,1268,179,1
65033,960,179,1
65479,967,179,1
81137,1095,179,1
39958,651,179,1
61199,916,179,1
223558,2506,179,1
70327,1003,179,1
104380,1341,179,1
25726,426,179,1
191090,2076,179,1
226136,2601,179,1
48209,788,179,1
247538,3137,179,1
95785,1273,179,1
1348,24,179,1
81068,1094,179,1
39025,640,179,1
223611,2507,179,1
814,17,179,1
122480,1483,179,1
55137,872,179,1
227299,2620,179,1
65692,969,179,1
73246,1036,179,1
82425,1113,179,1
125611,1505,179,1
44019,731,179,1
20962,382,179,1
26375,430,179,1
453,12,179,1
225088,2597,179,1
96506,1282,179,1
39856,648,179,1
111039,1412,179,1
121828,1481,179,1
16477,321,179,1
239830,2879,179,1
25027,424,179,1
141994,1629,179,1
224052,2531,179,1
25117,425,179,1
55002,870,179,1
52175,845,179,1
146019,1670,180,1
17643,342,180,1
73912,1040,180,1
111354,1413,180,1
105931,1356,180,1
84873,1156,180,1
81643,1103,180,1
72898,1030,180,1
20312,370,180,1
116897,1444,180,1
69175,993,180,1
58964,896,180,1
116692,1442,180,1
18145,344,180,1
14076,286,180,1
119675,1468,180,1
19574,365,180,1
45544,756,180,1
19806,366,180,1
214495,2286,180,1
13830,284,180,1
60608,914,180,1
12903,280,180,1
60431,913,180,1
250036,3176,180,1
154569,1759,181,1
16323,318,181,1
180932,2010,181,1
154652,1760,181,1
143028,1639,181,1
211793,2223,181,1
154761,1761,181,1
180149,2006,181,1
211537,2219,181,1
116414,1439,181,1
82034,1107,181,1
35281,605,181,1
130933,1551,181,1
236442,2803,181,1
134894,1578,181,1
180503,2008,181,1
131301,1552,181,1
180747,2009,181,1
180340,2007,181,1
157929,1792,181,1
258685,3342,181,1
95243,1268,181,1
250199,3178,181,1
135392,1580,181,1
95786,1273,181,1
229861,2654,181,1
135780,1581,181,1
131612,1553,181,1
38678,632,181,1
164376,1829,181,1
95339,1269,181,1
136784,1587,181,1
136236,1583,181,1
228091,2626,181,1
164543,1831,181,1
97601,1292,181,1
116693,1442,181,1
135072,1579,181,1
44623,739,181,1
51903,842,181,1
249824,3155,181,1
4987,146,181,1
166220,1841,182,1
162783,1817,182,1
163306,1822,182,1
43963,729,182,1
102200,1327,182,1
167010,1847,182,1
225287,2599,182,1
46724,769,182,1
38034,628,182,1
243950,3069,182,1
82583,1116,182,1
162995,1819,182,1
91127,1237,182,1
245002,3101,182,1
36831,617,182,1
163232,1821,182,1
31524,537,182,1
163128,1820,182,1
258036,3320,182,1
254896,3249,182,1
143945,1648,183,1
238997,2851,183,1
149164,1702,183,1
146351,1679,183,1
127524,1520,183,1
144252,1651,183,1
134145,1575,183,1
149882,1711,183,1
104556,1344,184,1
210424,2207,184,1
51650,840,184,1
243230,3037,184,1
193802,2092,184,1
128225,1522,184,1
155116,1764,184,1
210266,2206,184,1
129663,1540,184,1
222560,2478,184,1
155376,1766,184,1
129519,1537,184,1
6261,166,184,1
192336,2082,184,1
140417,1612,184,1
149883,1711,184,1
89792,1220,184,1
210520,2208,184,1
134336,1576,184,1
238626,2850,184,1
222298,2447,184,1
252322,3207,184,1
210657,2209,184,1
128647,1525,184,1
193442,2090,184,1
183478,2032,184,1
234726,2784,184,1
222882,2488,184,1
104716,1347,184,1
238998,2851,184,1
11150,232,184,1
177126,1979,184,1
191240,2077,184,1
140707,1614,184,1
177303,1980,184,1
114081,1426,184,1
28884,467,184,1
101010,1314,184,1
1536,29,184,1
235404,2788,184,1
182090,2023,184,1
28645,457,184,1
246404,3125,184,1
192278,2081,184,1
66423,980,184,1
104783,1348,184,1
129573,1538,184,1
129037,1529,184,1
164039,1827,184,1
193616,2091,184,1
105067,1352,184,1
11207,235,184,1
227203,2619,184,1
79260,1083,184,1
128846,1527,184,1
128724,1526,184,1
166478,1843,184,1
54357,863,184,1
65558,968,185,1
54747,868,185,1
182714,2027,185,1
12087,272,185,1
96507,1282,185,1
208068,2184,185,1
81760,1104,185,1
17306,338,185,1
80633,1092,185,1
229609,2646,185,1
104784,1348,185,1
227980,2625,185,1
66309,979,185,1
92332,1249,185,1
172451,1924,185,1
221150,2389,185,1
39712,646,185,1
140418,1612,185,1
240932,2919,185,1
15673,315,185,1
69641,996,185,1
175547,1956,185,1
66805,981,185,1
32410,552,185,1
9625,180,185,1
242140,2986,185,1
227174,2618,185,1
54583,867,185,1
81395,1101,185,1
195098,2106,185,1
61723,920,185,1
246106,3110,185,1
239998,2883,185,1
95499,1270,185,1
100055,1304,185,1
15313,303,185,1
2714,68,185,1
61331,917,185,1
216166,2311,185,1
12169,273,185,1
144253,1651,185,1
194745,2102,185,1
157091,1786,185,1
183479,2032,185,1
241755,2955,185,1
81328,1100,185,1
153593,1755,185,1
194485,2100,185,1
66909,982,185,1
88635,1208,185,1
232135,2733,185,1
76243,1050,185,1
124829,1495,185,1
175478,1955,185,1
194401,2099,185,1
216326,2313,185,1
138973,1602,185,1
133541,1574,185,1
13402,282,185,1
39857,648,185,1
32895,569,185,1
187909,2048,185,1
61200,916,185,1
21711,388,185,1
216090,2310,185,1
254857,3247,185,1
30991,525,185,1
29962,496,185,1
103115,1335,185,1
207960,2183,185,1
194953,2105,185,1
130816,1550,185,1
143192,1642,185,1
238627,2850,185,1
245784,3108,185,1
240043,2884,185,1
95788,1273,185,1
15565,311,185,1
61978,921,185,1
78015,1070,185,1
30964,524,185,1
137546,1592,185,1
65818,971,185,1
30864,518,185,1
227148,2617,185,1
173870,1939,185,1
194884,2104,185,1
69754,997,185,1
29205,482,185,1
118070,1454,185,1
2825,69,185,1
243362,3038,185,1
32357,551,185,1
252267,3206,185,1
67285,985,185,1
215020,2299,185,1
170976,1916,185,1
12276,276,185,1
143364,1643,185,1
92431,1250,185,1
59,2,185,1
2530,65,185,1
87423,1187,185,1
29699,494,185,1
94064,1259,185,1
95677,1272,185,1
12247,275,185,1
12904,280,185,1
216764,2315,185,1
185103,2037,186,1
92717,1254,186,1
108162,1379,186,1
150329,1713,186,1
122922,1486,186,1
220963,2388,186,1
215323,2303,186,1
108245,1381,186,1
87827,1195,186,1
90206,1228,186,1
108765,1388,186,1
187067,2043,186,1
12639,279,186,1
228092,2626,186,1
226834,2614,186,1
106255,1358,186,1
213371,2252,186,1
196386,2115,186,1
179934,2005,186,1
91711,1245,186,1
127526,1520,186,1
70138,1001,186,1
139489,1604,186,1
108048,1377,186,1
165410,1837,186,1
87726,1193,186,1
111988,1415,186,1
100973,1313,186,1
99527,1300,186,1
164872,1834,186,1
87633,1191,186,1
108109,1378,186,1
108289,1382,186,1
48041,782,186,1
87663,1192,186,1
131613,1553,186,1
70470,1012,186,1
257390,3303,186,1
84820,1155,186,1
88773,1209,186,1
159603,1805,186,1
90291,1229,186,1
111355,1413,186,1
151560,1742,186,1
221502,2396,186,1
90371,1231,186,1
148466,1696,186,1
108511,1385,186,1
150654,1714,186,1
73248,1036,186,1
87788,1194,186,1
238999,2851,186,1
197161,2118,186,1
28545,456,186,1
215786,2307,186,1
55228,873,186,1
194299,2097,186,1
91628,1244,186,1
104316,1340,186,1
97602,1292,186,1
220094,2378,186,1
105932,1356,186,1
84649,1154,186,1
249093,3147,186,1
91828,1246,186,1
75960,1049,186,1
123238,1487,186,1
140419,1612,186,1
104149,1337,186,1
71466,1016,186,1
12905,280,186,1
86949,1182,186,1
99834,1302,186,1
190614,2074,186,1
44073,732,186,1
108342,1383,186,1
1349,24,186,1
219803,2369,186,1
108197,1380,186,1
73221,1035,186,1
108430,1384,186,1
108611,1386,186,1
39424,642,186,1
238628,2850,186,1
51196,829,186,1
112575,1417,186,1
196911,2117,186,1
53132,856,186,1
185604,2038,187,1
46575,767,187,1
99686,1301,187,1
108805,1389,187,1
39556,644,187,1
4819,144,187,1
111356,1413,187,1
27488,442,187,1
110734,1411,187,1
5291,147,187,1
3880,130,187,1
126659,1515,187,1
9177,178,187,1
97603,1292,187,1
36001,611,187,1
9425,179,187,1
195929,2111,187,1
1945,46,187,1
44883,743,187,1
1764,42,187,1
39959,651,187,1
229490,2637,187,1
139490,1604,188,1
111357,1413,188,1
8639,173,188,1
99528,1300,188,1
113981,1425,188,1
110735,1411,188,1
85401,1162,188,1
43460,711,188,1
8179,172,188,1
111693,1414,188,1
45242,747,188,1
57613,890,188,1
6519,167,188,1
99687,1301,188,1
88,6,188,1
99835,1302,188,1
176015,1962,188,1
175821,1961,188,1
88414,1207,189,1
193176,2089,189,1
172737,1929,189,1
11285,238,189,1
211949,2227,189,1
153394,1754,189,1
2253,51,189,1
243231,3037,189,1
1584,31,189,1
243363,3038,189,1
193803,2092,189,1
25119,425,190,1
178136,1989,190,1
27489,442,190,1
31992,544,190,1
4520,140,190,1
134337,1576,190,1
27192,440,190,1
178683,1994,190,1
27639,443,190,1
4343,139,190,1
102798,1333,190,1
4188,138,190,1
239775,2876,190,1
181458,2013,190,1
27887,445,190,1
159604,1805,190,1
194746,2102,191,1
89079,1211,191,1
109888,1401,191,1
153594,1755,191,1
120324,1474,191,1
214598,2291,191,1
209766,2201,191,1
110736,1411,191,1
62314,924,191,1
67286,985,191,1
119843,1470,191,1
194833,2103,191,1
6520,167,191,1
209883,2202,191,1
222883,2488,191,1
102675,1332,191,1
208924,2192,191,1
208189,2185,191,1
179724,2004,191,1
88415,1207,191,1
126660,1515,191,1
24799,423,191,1
136055,1582,191,1
105933,1356,191,1
175778,1959,191,1
62106,922,191,1
120051,1472,191,1
90862,1235,191,1
89276,1213,191,1
173391,1936,191,1
60432,913,191,1
109820,1400,191,1
111358,1413,191,1
17644,342,191,1
61201,916,191,1
217547,2325,191,1
27193,440,191,1
239000,2851,191,1
45545,756,191,1
67098,983,191,1
172038,1923,191,1
67533,986,191,1
119923,1471,191,1
197536,2120,191,1
142346,1631,191,1
69176,993,191,1
152386,1747,191,1
113180,1420,191,1
158387,1797,191,1
27984,446,191,1
62212,923,191,1
126391,1513,191,1
208838,2191,191,1
9426,179,191,1
135781,1581,191,1
21347,384,191,1
203001,2150,191,1
80634,1092,191,1
96853,1286,191,1
89167,1212,191,1
213640,2257,191,1
99957,1303,191,1
45330,752,191,1
221409,2391,191,1
88774,1209,191,1
39207,641,191,1
122923,1486,191,1
216863,2316,191,1
91829,1246,191,1
27640,443,191,1
6977,169,191,1
55934,879,191,1
220237,2379,191,1
90372,1231,191,1
165222,1836,191,1
16324,318,191,1
111694,1414,191,1
2,0,191,1
210030,2203,191,1
109998,1404,191,1
27888,445,191,1
111989,1415,191,1
119587,1467,191,1
16151,316,191,1
219896,2372,191,1
19575,365,191,1
167331,1851,191,1
167580,1854,191,1
167525,1853,191,1
120109,1473,191,1
208372,2186,191,1
33189,572,192,1
28546,456,192,1
134338,1576,192,1
227686,2624,192,1
121829,1481,192,1
148671,1697,192,1
130132,1546,192,1
195099,2106,192,1
149012,1700,192,1
122614,1484,192,1
127984,1521,192,1
159605,1805,192,1
148467,1696,192,1
191241,2077,192,1
148739,1698,192,1
149092,1701,192,1
222299,2447,192,1
37571,624,192,1
133542,1574,192,1
72535,1023,192,1
46820,771,192,1
212273,2236,192,1
148150,1694,192,1
147974,1693,192,1
254897,3249,192,1
127527,1520,192,1
122196,1482,192,1
144418,1654,192,1
41383,668,192,1
148311,1695,192,1
66026,975,192,1
41454,669,192,1
243728,3046,192,1
26211,429,192,1
59890,909,193,1
142307,1630,193,1
30232,502,193,1
245203,3106,193,1
141776,1626,193,1
69468,994,193,1
112576,1417,193,1
95500,1270,193,1
95566,1271,193,1
148817,1699,193,1
119199,1464,193,1
124227,1491,193,1
12640,279,193,1
132341,1560,193,1
73348,1039,193,1
111990,1415,193,1
43165,709,193,1
119026,1463,193,1
97605,1292,193,1
192967,2088,193,1
144666,1655,193,1
247758,3140,193,1
143029,1639,193,1
142347,1631,193,1
109234,1394,193,1
139491,1604,193,1
87973,1197,193,1
175822,1961,193,1
111695,1414,193,1
61332,917,193,1
176016,1962,193,1
20414,375,193,1
142982,1638,193,1
124521,1493,193,1
158141,1795,193,1
120052,1472,193,1
64852,954,193,1
25121,425,193,1
47511,773,193,1
1784,43,193,1
192838,2087,193,1
120110,1473,193,1
25028,424,193,1
247539,3137,193,1
141694,1625,193,1
42514,705,193,1
64704,952,193,1
95340,1269,193,1
84821,1155,193,1
124830,1495,193,1
114082,1426,193,1
133543,1574,193,1
64760,953,193,1
20536,376,193,1
160166,1806,193,1
42679,706,193,1
83159,1124,193,1
75627,1048,193,1
118946,1462,193,1
41384,668,193,1
243951,3069,193,1
73349,1039,194,1
73913,1040,194,1
133544,1574,194,1
181134,2011,194,1
45776,757,194,1
168207,1864,194,1
1693,37,194,1
177077,1977,194,1
254898,3249,194,1
226835,2614,197,1
161023,1809,197,1
191615,2079,197,1
196387,2115,197,1
125399,1503,197,1
67099,983,197,1
196912,2117,197,1
122197,1482,197,1
196694,2116,197,1
68151,989,197,1
20084,368,197,1
197162,2118,197,1
91830,1246,197,1
161233,1810,197,1
125232,1502,197,1
97606,1292,197,1
235906,2793,197,1
19807,366,197,1
147204,1687,197,1
19576,365,197,1
137547,1592,197,1
239001,2851,197,1
235679,2790,198,1
88979,1210,198,1
156590,1780,198,1
55293,874,198,1
83369,1127,198,1
122481,1483,198,1
1002,19,198,1
138237,1598,198,1
142511,1633,198,1
91629,1244,198,1
181819,2019,198,1
127528,1520,198,1
165102,1835,198,1
139676,1605,198,1
126661,1515,198,1
107258,1369,198,1
138750,1601,198,1
142428,1632,198,1
138448,1599,198,1
156651,1781,198,1
1169,20,198,1
112577,1417,198,1
126823,1516,198,1
7824,171,198,1
198081,2121,198,1
39208,641,198,1
123239,1487,198,1
78657,1074,198,1
6978,169,198,1
22092,392,198,1
157011,1785,198,1
187068,2043,198,1
174267,1943,198,1
156457,1778,198,1
164873,1834,198,1
239002,2851,198,1
19577,365,198,1
59096,897,198,1
92564,1252,198,1
90617,1234,198,1
130133,1546,198,1
59305,898,198,1
4645,142,198,1
20965,382,198,1
90565,1233,198,1
90373,1231,198,1
137715,1593,198,1
238630,2850,198,1
152387,1747,198,1
37364,623,198,1
249509,3151,198,1
45546,756,198,1
151561,1742,198,1
80343,1090,198,1
141995,1629,199,1
127985,1521,199,1
155695,1769,199,1
66910,982,199,1
226299,2607,199,1
91514,1242,199,1
156736,1783,199,1
159129,1802,199,1
73013,1032,199,1
65693,969,199,1
160167,1806,199,1
73179,1034,199,1
82459,1114,199,1
237093,2810,199,1
37572,624,199,1
155626,1768,199,1
17228,337,199,1
151152,1737,199,1
248167,3141,199,1
247540,3137,199,1
6979,169,200,1
186008,2040,200,1
122924,1486,200,1
8180,172,200,1
6522,167,200,1
7825,171,200,1
6732,168,200,1
123520,1488,200,1
8181,172,201,1
45547,756,201,1
92895,1255,201,1
126824,1516,201,1
7826,171,201,1
94065,1259,201,1
1318,23,201,1
122925,1486,201,1
186009,2040,201,1
126393,1513,201,1
102676,1332,202,1
138238,1598,202,1
157012,1785,202,1
256049,3268,202,1
5879,163,202,1
6523,167,202,1
181135,2011,202,1
111359,1413,202,1
227082,2616,202,1
111991,1415,202,1
116617,1441,202,1
152003,1745,202,1
85075,1157,202,1
138449,1599,202,1
84651,1154,202,1
172039,1923,202,1
138624,1600,202,1
93006,1256,202,1
88416,1207,202,1
30965,524,202,1
161408,1811,202,1
61979,921,202,1
186010,2040,202,1
92718,1254,202,1
88775,1209,202,1
6980,169,202,1
116694,1442,202,1
57911,891,202,1
28148,449,202,1
110371,1409,202,1
238340,2849,202,1
116763,1443,202,1
73914,1040,202,1
84876,1156,202,1
92896,1255,202,1
8640,173,202,1
15597,314,202,1
229844,2653,202,1
5650,162,202,1
155627,1768,203,1
181968,2021,203,1
88417,1207,203,1
155696,1769,203,1
240635,2904,203,1
179457,2002,203,1
147423,1689,203,1
88636,1208,203,1
80635,1092,203,1
182024,2022,203,1
97110,1287,203,1
122198,1482,203,1
241849,2967,203,1
44074,732,203,1
178274,1990,203,1
378,11,203,1
159606,1805,203,1
254858,3247,203,1
89793,1220,204,1
141303,1621,204,1
164874,1834,204,1
174926,1947,204,1
77636,1068,204,1
224105,2532,204,1
53019,854,204,1
135782,1581,204,1
172040,1923,204,1
177904,1985,204,1
33449,575,204,1
253402,3227,204,1
148672,1697,204,1
32358,551,204,1
131614,1553,204,1
11586,262,204,1
142512,1633,204,1
33045,571,204,1
52797,850,204,1
39758,647,204,1
194141,2095,204,1
174268,1943,204,1
185104,2037,204,1
140798,1616,204,1
78751,1075,204,1
222300,2447,204,1
135074,1579,204,1
97607,1292,204,1
76630,1054,204,1
136551,1585,204,1
177060,1976,204,1
64474,949,204,1
73350,1039,204,1
105068,1352,204,1
35641,608,204,1
15442,305,204,1
232228,2736,204,1
241828,2963,204,1
222884,2488,204,1
176627,1967,204,1
180504,2008,204,1
218291,2344,204,1
91362,1240,204,1
103116,1335,204,1
213902,2266,204,1
168867,1877,204,1
66911,982,204,1
211755,2222,204,1
77006,1058,204,1
192059,2080,204,1
62802,928,204,1
88214,1202,204,1
36410,613,204,1
190615,2074,204,1
206430,2175,204,1
121129,1478,204,1
212714,2244,204,1
32411,552,204,1
221449,2393,204,1
151242,1738,204,1
50952,828,204,1
116189,1438,204,1
225288,2599,204,1
118355,1456,204,1
235064,2786,204,1
142800,1637,204,1
168811,1876,204,1
32924,570,204,1
174098,1940,204,1
221478,2394,204,1
77141,1060,204,1
252791,3216,204,1
65968,974,204,1
210785,2210,204,1
237094,2810,204,1
198082,2121,204,1
240228,2892,204,1
254899,3249,204,1
144419,1654,204,1
189191,2065,204,1
128226,1522,204,1
39909,649,204,1
215324,2303,204,1
7828,171,204,1
118397,1457,204,1
136655,1586,204,1
195585,2108,204,1
19259,361,204,1
141996,1629,204,1
1289,22,204,1
258160,3325,204,1
130934,1551,204,1
115522,1436,204,1
94736,1261,204,1
168769,1875,204,1
140728,1615,204,1
169634,1894,204,1
77276,1065,204,1
114995,1431,204,1
124522,1493,204,1
142349,1631,204,1
247759,3140,204,1
183190,2030,204,1
189999,2070,204,1
193618,2091,204,1
176017,1962,204,1
32078,545,204,1
63847,937,204,1
60609,914,204,1
211702,2221,204,1
66806,981,204,1
136465,1584,204,1
211481,2218,204,1
259031,3352,204,1
43315,710,204,1
153042,1753,204,1
42680,706,204,1
165103,1835,204,1
117810,1453,204,1
31993,544,204,1
213753,2263,204,1
168467,1872,204,1
212568,2240,204,1
196913,2117,204,1
223293,2495,204,1
140420,1612,204,1
148740,1698,204,1
172992,1931,204,1
238092,2844,204,1
115422,1435,204,1
33416,574,204,1
76412,1051,204,1
211380,2217,204,1
169778,1895,204,1
134715,1577,204,1
88254,1203,204,1
43166,709,204,1
128377,1523,204,1
76697,1055,204,1
42839,707,204,1
9427,179,204,1
212779,2245,204,1
83871,1136,204,1
193804,2092,204,1
240308,2893,204,1
52865,851,204,1
44020,731,205,1
220095,2378,205,1
162784,1817,205,1
183191,2030,205,1
124374,1492,205,1
209768,2201,205,1
192644,2086,205,1
249094,3147,205,1
208769,2190,205,1
152573,1748,205,1
220652,2383,205,1
209884,2202,205,1
185605,2038,205,1
120879,1477,205,1
220628,2382,205,1
109821,1400,205,1
120325,1474,205,1
111992,1415,205,1
171186,1917,205,1
124228,1491,205,1
6733,168,205,1
119588,1467,205,1
119677,1468,205,1
162441,1815,205,1
63330,934,205,1
210031,2203,205,1
170977,1916,205,1
87217,1184,205,1
126588,1514,205,1
220679,2384,205,1
213641,2257,205,1
97608,1292,205,1
247760,3140,205,1
126662,1515,205,1
192968,2088,205,1
123241,1487,205,1
91713,1245,205,1
240229,2892,205,1
6981,169,205,1
199636,2130,205,1
178581,1993,205,1
152202,1746,205,1
126394,1513,205,1
172041,1923,205,1
95129,1263,205,1
25123,425,205,1
73351,1039,205,1
3881,130,205,1
220238,2379,205,1
174269,1943,205,1
24801,423,205,1
227687,2624,205,1
190320,2072,205,1
48888,792,205,1
91831,1246,205,1
119527,1466,205,1
111361,1413,205,1
178275,1990,205,1
162996,1819,205,1
124523,1493,205,1
192839,2087,205,1
93154,1257,205,1
9428,179,205,1
214599,2291,205,1
56024,880,205,1
110737,1411,205,1
188826,2063,206,1
13598,283,206,1
100056,1304,206,1
110000,1404,206,1
109889,1401,206,1
109822,1400,206,1
100312,1306,206,1
69177,993,206,1
20085,368,206,1
153595,1755,206,1
68152,989,206,1
62107,922,206,1
153395,1754,206,1
14556,290,206,1
13215,281,206,1
161024,1809,206,1
18147,344,206,1
46725,769,206,1
18509,349,206,1
206431,2175,206,1
4521,140,206,1
62315,924,206,1
4344,139,206,1
62213,923,206,1
222885,2488,206,1
104317,1340,207,1
222214,2443,207,1
45549,756,207,1
181505,2014,207,1
81761,1104,207,1
222107,2427,207,1
249333,3150,207,1
6262,166,207,1
240309,2893,207,1
224706,2590,207,1
231696,2710,207,1
6525,167,207,1
5652,162,207,1
243952,3069,207,1
30966,524,207,1
172042,1923,207,1
78269,1073,207,1
34841,603,207,1
249510,3151,207,1
4646,142,207,1
104150,1337,207,1
873,18,207,1
92333,1249,207,1
253509,3235,207,1
98692,1295,208,1
243232,3037,208,1
114083,1426,208,1
164377,1829,208,1
89080,1211,208,1
233924,2780,208,1
98799,1296,208,1
252478,3208,208,1
125853,1508,208,1
29389,487,208,1
232775,2776,208,1
20415,375,208,1
257300,3301,208,1
252538,3210,208,1
160168,1806,208,1
208069,2184,209,1
216247,2312,209,1
216603,2314,209,1
217385,2322,209,1
207961,2183,209,1
216864,2316,209,1
121489,1479,209,1
216972,2317,209,1
217638,2327,209,1
217157,2319,209,1
25125,425,211,1
91832,1246,211,1
73352,1039,211,1
24802,423,211,1
196388,2115,211,1
25729,426,211,1
21348,384,211,1
226836,2614,211,1
19809,366,211,1
247761,3140,211,1
161025,1809,211,1
225090,2597,213,1
196270,2114,213,1
42681,706,213,1
247762,3140,213,1
96854,1286,213,1
206654,2176,213,1
156852,1784,213,1
206037,2173,213,1
205622,2171,213,1
145779,1668,213,1
226391,2611,213,1
132451,1562,213,1
81069,1094,213,1
223991,2530,213,1
171187,1917,213,1
95501,1270,213,1
178357,1991,213,1
179458,2002,213,1
200160,2133,213,1
199836,2131,213,1
88418,1207,213,1
81306,1099,213,1
120633,1476,213,1
110738,1411,213,1
105934,1356,213,1
133546,1574,213,1
128227,1522,213,1
26680,438,213,1
16754,327,213,1
155628,1768,213,1
178684,1994,213,1
192840,2087,213,1
53820,859,213,1
64913,956,213,1
137120,1589,213,1
159445,1804,213,1
217489,2324,213,1
239674,2875,213,1
148673,1697,213,1
137548,1592,213,1
192969,2088,213,1
63331,934,213,1
91262,1239,213,1
208770,2190,213,1
158142,1795,213,1
179321,2001,213,1
39759,647,213,1
206432,2175,213,1
125612,1505,213,1
132741,1566,213,1
223612,2507,213,1
64853,954,213,1
247334,3136,213,1
132342,1560,213,1
162785,1817,213,1
63642,936,213,1
19579,365,213,1
164875,1834,213,1
217430,2323,213,1
137249,1590,213,1
59962,911,213,1
212917,2247,213,1
16818,328,213,1
226607,2612,213,1
73915,1040,213,1
136785,1587,213,1
196166,2113,213,1
24803,423,213,1
162997,1819,213,1
1946,46,213,1
217686,2328,213,1
158389,1797,213,1
60433,913,213,1
164159,1828,213,1
167928,1857,213,1
20086,368,213,1
228311,2627,213,1
36237,612,213,1
179158,2000,213,1
208190,2185,213,1
